"","p_val","avg_log2FC","pct.1","pct.2","p_val_adj"
"ZNF131",6.68706082273381e-46,-1.31471593419836,0.048,0.117,1.81299593025959e-41
"FOXP1",8.07257528383152e-46,-1.42726627970702,0.04,0.103,2.1886366109524e-41
"PDGFRL",8.51859946396631e-46,-1.44443624590563,0.038,0.101,2.30956268667055e-41
"CSK",9.46523118910403e-46,1.37647896434093,0.13,0.05,2.56621347998989e-41
"STK3",1.06891623332183e-45,-1.31044862072335,0.055,0.127,2.89804569178215e-41
"EIF1AX",1.1045862256286e-45,-1.11205117019417,0.072,0.151,2.99475417492426e-41
"LPXN",1.1463835710315e-45,1.03547042073052,0.151,0.064,3.1080751377806e-41
"EIF3F",1.21794986770564e-45,-0.836457960815848,0.133,0.231,3.30210568132353e-41
"SMAD2",1.31766287997632e-45,-1.27916716287764,0.054,0.125,3.57244760019181e-41
"MGST2",1.33721221737786e-45,1.16333136260629,0.164,0.075,3.62544976375486e-41
"CCDC59",1.57986872013331e-45,-1.10656719003078,0.085,0.168,4.28334007402544e-41
"TGFBR1",2.43989614182162e-45,1.52327165328149,0.112,0.038,6.61504641970676e-41
"LTC4S",2.57354240998469e-45,1.97643912602806,0.103,0.033,6.97738818195049e-41
"IDI1",2.68327702341829e-45,-1.13693027535519,0.085,0.167,7.27490066589167e-41
"UBXN2A",4.35588354539719e-45,-1.40140487213706,0.041,0.105,1.18096714682808e-40
"NKTR",5.48849127897168e-45,-1.26688252802251,0.066,0.141,1.4880397555548e-40
"ODF2L",5.97698165005545e-45,-1.19302668764121,0.058,0.131,1.62047926496303e-40
"ATG3",6.68671471992646e-45,1.01043851375371,0.194,0.098,1.81290209486646e-40
"SLK",7.02994034242281e-45,-0.845815222060851,0.138,0.236,1.90595742563767e-40
"NDRG1",7.13370973417616e-45,-1.46252774352421,0.045,0.11,1.93409138312984e-40
"PHIP",8.39014922947523e-45,-1.17241024746546,0.077,0.157,2.27473725909532e-40
"PROCR",1.43309308873743e-44,1.70890284622251,0.106,0.035,3.88540198218492e-40
"MYO9B",1.43365742040541e-44,1.17110827189019,0.139,0.056,3.88693199820316e-40
"NDUFA2",1.50210717561039e-44,0.719053743878615,0.323,0.207,4.07251297451489e-40
"CASP1",1.58169428407394e-44,1.62890422584378,0.109,0.037,4.28828954298126e-40
"CAV2",1.98183031929117e-44,-1.25503550040474,0.044,0.11,5.37313836166222e-40
"OPTN",2.32921931329103e-44,-0.722187353931559,0.156,0.259,6.31497940219464e-40
"DNAJC15",2.53322008381376e-44,0.809663810330035,0.24,0.134,6.86806629123588e-40
"PPP1CA",3.05753898230112e-44,0.788112592930562,0.258,0.149,8.28959968881478e-40
"RSL1D1",3.88960816313748e-44,-0.633948721137351,0.313,0.422,1.05455056518983e-39
"ELOVL5",4.15269674981915e-44,-0.907333600250939,0.15,0.249,1.12587914281097e-39
"CNBP",6.06617755645391e-44,-0.578729427169876,0.345,0.457,1.64466205910578e-39
"CORO1B",7.64918738958351e-44,0.97659686118552,0.195,0.099,2.07384768506388e-39
"SNAI2",8.38840814142667e-44,-1.28103070893768,0.04,0.102,2.2742652153036e-39
"TAF1D",9.12929937093508e-44,-1.09021377644816,0.085,0.167,2.47513564544792e-39
"H2AC8",9.17087798221658e-44,-1.52322622495815,0.049,0.115,2.48640843853856e-39
"P4HA1",9.81150636470696e-44,0.96717431496471,0.211,0.113,2.66009560559935e-39
"CRNDE",1.02131264461514e-43,-0.819901721894296,0.111,0.203,2.76898284208058e-39
"S100A14",1.25805949184937e-43,-0.981947350201103,0.08,0.161,3.41085089430202e-39
"PCBP2",1.28720871642934e-43,-0.581502095294259,0.289,0.404,3.48988027198322e-39
"CYCS",1.39644432113641e-43,-1.00191343631357,0.219,0.319,3.78603984346504e-39
"YPEL5",1.55839310777552e-43,-1.03025240707263,0.122,0.213,4.225115393801e-39
"SELENOT",1.78960929947094e-43,0.858582826971661,0.248,0.144,4.85198873272561e-39
"PRPF3",1.94140414488373e-43,-1.13826552672286,0.059,0.131,5.26353491760877e-39
"SLC20A1",2.05798363982989e-43,-1.41864469625715,0.058,0.128,5.57960524430681e-39
"TFDP2",2.13232218045019e-43,-1.21847534020902,0.042,0.105,5.78115189563656e-39
"ZMYND11",2.19897046270308e-43,-1.0511222153875,0.073,0.151,5.96184871848059e-39
"PKN2",2.36574699448097e-43,-1.18248832784728,0.059,0.13,6.4140132514368e-39
"FBXL3",2.38486765264493e-43,-1.24029060374223,0.047,0.113,6.46585317985093e-39
"TDP2",2.40793599406252e-43,1.23038698673009,0.161,0.075,6.52839606710231e-39
"SRSF10",2.41311157500314e-43,-0.865484345285498,0.129,0.223,6.54242810214853e-39
"PHF14",2.99769558963269e-43,-0.927220277944176,0.118,0.209,8.12735228261215e-39
"CCDC186",3.15380825806603e-43,-1.12920132152823,0.064,0.137,8.55060494926861e-39
"SUN2",3.7222834721572e-43,-1.17691646904402,0.062,0.135,1.00918549497126e-38
"OS9",5.02123558650316e-43,0.769280396501163,0.268,0.161,1.36135739221274e-38
"PTPN6",5.19892912903798e-43,1.27021631087795,0.129,0.051,1.40953366546478e-38
"TMEM219",6.51014570528756e-43,0.651228560507999,0.325,0.209,1.76503070361756e-38
"SECISBP2L",6.54495191037956e-43,-1.22813907780724,0.053,0.121,1.77446736194211e-38
"TP53BP2",6.72645557005827e-43,-1.31126203012854,0.048,0.114,1.8236766341542e-38
"SCAPER",6.75878393843837e-43,-1.35840246855028,0.042,0.105,1.83244150138941e-38
"TLK1",6.84483645046229e-43,-1.12985508614388,0.057,0.127,1.85577205844934e-38
"TBL1XR1",6.87523850447851e-43,-1.22379866356794,0.061,0.132,1.86401466333421e-38
"SERPINH1",7.81991046122199e-43,-0.610048125488536,0.146,0.252,2.12013412424651e-38
"ELOVL1",8.00275899439247e-43,1.17757798117437,0.16,0.075,2.16970801855969e-38
"HMGB1",1.05300662180143e-42,-0.382400601016101,0.362,0.494,2.85491155302803e-38
"SOD3",1.22680923883647e-42,-1.23701963330484,0.045,0.109,3.32612520833344e-38
"CTTN",1.23838809248965e-42,-1.1360585142839,0.052,0.12,3.35751779635794e-38
"USP47",1.25016774005954e-42,-1.14609514952444,0.068,0.143,3.38945477684943e-38
"ZDHHC12",1.38085806005665e-42,1.36212582270456,0.128,0.051,3.7437823724256e-38
"LDLRAD4",1.95253592669162e-42,-1.46427434162249,0.07,0.144,5.29371540444632e-38
"EIF3E",1.98928031149654e-42,-0.760571667121216,0.172,0.273,5.39333678052942e-38
"STRBP",2.14321111281222e-42,-1.26224363321899,0.046,0.111,5.81067396905649e-38
"TNRC6A",3.06890231470371e-42,-1.23866575394212,0.059,0.128,8.32040795562469e-38
"MARCHF7",3.16119304179813e-42,-1.03162728595979,0.085,0.165,8.5706265749231e-38
"ERCC1",3.25798935175422e-42,-0.819437236810131,0.131,0.224,8.83306073047603e-38
"REL",4.67129043164838e-42,-1.18535141249369,0.086,0.165,1.26648026182851e-37
"PPP2CB",5.49729549425343e-42,-1.10374377000627,0.07,0.145,1.49042675440199e-37
"MAT2A",5.73743061076027e-42,-1.21133648828252,0.061,0.132,1.55553218718932e-37
"SET",6.76625603503198e-42,-0.525460186018607,0.315,0.431,1.83446733621787e-37
"PARP14",7.16795067944994e-42,1.01991357831732,0.187,0.096,1.94337478821247e-37
"CREBRF",7.25111864357833e-42,-1.41577102015144,0.041,0.101,1.96592328664696e-37
"SMCHD1",8.47457556918855e-42,-1.27125618505353,0.079,0.155,2.2976269283184e-37
"THY1",8.8593416816986e-42,3.34765126310819,0.11,0.043,2.40194471674213e-37
"MARCHF2",1.01195285085217e-41,1.51593260727332,0.104,0.035,2.7436065692304e-37
"PIBF1",1.10961334087927e-41,-1.29428353190651,0.052,0.119,3.00838368979188e-37
"C2orf88",1.26979920673761e-41,-1.06958653006214,0.066,0.139,3.44267960930701e-37
"KIF13B",1.3750412896984e-41,-1.36085820429625,0.045,0.108,3.72801194463029e-37
"PCGF5",1.40525271600477e-41,-1.26341343251334,0.062,0.132,3.80992116363214e-37
"CAMK2N1",1.40803049100102e-41,-1.07948181909059,0.046,0.11,3.81745226720198e-37
"RNF166",1.51390947516765e-41,1.14106554647001,0.137,0.058,4.10451136907454e-37
"GUK1",1.83082187081771e-41,0.695497635471729,0.328,0.217,4.96372425616097e-37
"RAB21",2.06419429183486e-41,-1.01766581148884,0.088,0.168,5.59644356402268e-37
"SERPINB6",2.52216465353952e-41,0.882557901366923,0.212,0.116,6.83809280867636e-37
"CTNNB1",3.19684258666681e-41,-0.954299197433788,0.13,0.219,8.66727962097105e-37
"MBD4",4.18061406910148e-41,0.972690626400245,0.201,0.108,1.13344808641479e-36
"PSMB2",4.65509687759765e-41,0.876248587603274,0.231,0.132,1.26208986545427e-36
"EXOC4",4.7367585257782e-41,-1.35845894847829,0.055,0.122,1.28422997150899e-36
"ATP5F1C",5.60600360240746e-41,0.66391405536996,0.326,0.215,1.51989969668471e-36
"PARK7",5.63189804921433e-41,0.617905086266452,0.383,0.271,1.52692019910299e-36
"GSK3B",1.04399197409286e-40,-1.50438239463431,0.041,0.101,2.83047104016055e-36
"USF2",1.10557913090043e-40,1.23861488848296,0.136,0.058,2.99744613969725e-36
"ARHGAP12",1.19451748886401e-40,-1.26404587585297,0.043,0.105,3.2385758158081e-36
"CIB1",1.4380361509939e-40,0.824128695891134,0.252,0.15,3.89880361257467e-36
"CHD3",1.59133525864133e-40,-1.09658561596839,0.065,0.135,4.31442815322837e-36
"GDI2",1.86742633325504e-40,0.573686748423073,0.362,0.246,5.06296627472107e-36
"DYNC1LI2",2.18653769569031e-40,-0.997009539461684,0.08,0.156,5.92814100055558e-36
"NDUFS6",2.2625028941356e-40,0.872352557807776,0.228,0.13,6.13409784658045e-36
"GUSB",2.58313811072297e-40,1.12643020010162,0.151,0.07,7.00340404579211e-36
"CEP170",2.89684816792119e-40,1.2195396044931,0.117,0.045,7.85393475286794e-36
"VPS51",3.36346659581076e-40,-1.21358375471692,0.046,0.109,9.11903063456213e-36
"AOPEP",3.51988562590711e-40,-1.20130351646695,0.047,0.11,9.54311390895937e-36
"OXR1",5.0961461373607e-40,-1.12645491868943,0.061,0.13,1.38166714076123e-35
"SCAMP1",5.31136490293174e-40,-1.28500785015139,0.041,0.1,1.44001725248285e-35
"CD302",6.13791430357465e-40,1.39097653272369,0.117,0.046,1.66411132598516e-35
"CCT4",6.60837579035327e-40,-0.70001179494929,0.188,0.289,1.79166284428058e-35
"C12orf65",7.48202214610034e-40,-1.39682757009338,0.041,0.101,2.02852584425072e-35
"MX2",1.07838444979191e-39,1.47126551978771,0.1,0.034,2.92371592027582e-35
"HUWE1",1.1568853402057e-39,-1.15365811072908,0.059,0.126,3.13654753436568e-35
"MTDH",1.47911248696365e-39,0.638633591456967,0.329,0.219,4.01016977465586e-35
"RAP1A",1.54926696536875e-39,0.689797384058713,0.23,0.131,4.20037259650775e-35
"PSIP1",2.03818117651705e-39,-1.08420847432924,0.059,0.127,5.52591680577304e-35
"LGALS3",2.28391730070722e-39,0.575078925278632,0.614,0.536,6.19215658567741e-35
"FRS2",2.39916045480748e-39,-1.27485568639903,0.047,0.11,6.50460382507403e-35
"RMDN3",2.44799463149008e-39,1.42353675787436,0.117,0.046,6.63700304489591e-35
"KLHDC2",2.4653990771962e-39,-1.10711864230666,0.056,0.123,6.68418997809435e-35
"ARMC9",2.59816591444106e-39,-0.955175191687014,0.075,0.149,7.04414742723259e-35
"CRYBG1",3.06455777622268e-39,-1.55900205969411,0.041,0.1,8.30862904289492e-35
"FSCN1",3.36954389353812e-39,-1.13738391175047,0.064,0.133,9.13550740416055e-35
"UBAP1",3.59385822516515e-39,-1.23489329458986,0.044,0.104,9.74366842006775e-35
"RER1",4.23158037958168e-39,0.768267293472017,0.238,0.139,1.14726607251218e-34
"PHLDA2",4.31088187933846e-39,-1.23670524901368,0.077,0.15,1.16876629512624e-34
"COL3A1",4.47530328729137e-39,4.52417948328418,0.13,0.061,1.21334422725044e-34
"IGHM",4.7144204769494e-39,6.53867029468937,0.118,0.049,1.27817367971052e-34
"IQGAP2",5.01392026661829e-39,0.745825607736692,0.192,0.101,1.35937406268555e-34
"NUCKS1",5.8343022336323e-39,-0.327208373202829,0.461,0.583,1.58179602158239e-34
"PTPRE",6.4724634896982e-39,1.12552515865635,0.135,0.059,1.75481430132697e-34
"SNRNP70",6.61424619393956e-39,-0.890019797010058,0.11,0.193,1.79325442810089e-34
"SSR2",6.87965120199292e-39,0.616532348709079,0.382,0.273,1.86521103388432e-34
"STX7",7.0769846073395e-39,1.12000393094218,0.146,0.067,1.91871206674189e-34
"MED29",7.49951880174307e-39,-1.25649518225851,0.067,0.136,2.03326953752858e-34
"UBE3C",7.83362689657259e-39,-1.23532732221239,0.05,0.112,2.12385292419876e-34
"SMARCC1",7.89400046713335e-39,-0.981958480003269,0.086,0.163,2.14022140664919e-34
"SON",1.09293778566556e-38,-0.544787593556674,0.344,0.45,2.96317292449647e-34
"CWF19L2",1.17373382428324e-38,-1.05610721491636,0.078,0.151,3.18222714439672e-34
"LSM10",1.68264598808556e-38,1.21592835094072,0.133,0.058,4.56198980289758e-34
"ST13",1.87087273354175e-38,-0.603133991924684,0.268,0.372,5.07231015517839e-34
"NCOA1",2.17940510923999e-38,-1.26224363321899,0.045,0.104,5.90880313217146e-34
"ORMDL2",2.69800994630104e-38,1.0497126088958,0.154,0.074,7.31484456641137e-34
"BCAS3",2.86202892849635e-38,-0.988930440610979,0.082,0.156,7.7595328309393e-34
"LSM14A",3.43587538892232e-38,-0.842069809467679,0.098,0.178,9.31534535444621e-34
"G3BP2",3.61656335067691e-38,-0.940407585753637,0.099,0.179,9.80522655635524e-34
"MAP1B",3.64451829462113e-38,-1.07264114700021,0.05,0.112,9.88101800037681e-34
"ACTG1",3.77105625827956e-38,-0.370271637371463,0.823,0.846,1.02240877274475e-33
"SH3KBP1",4.58927280292261e-38,0.821767344048043,0.146,0.067,1.24424364232838e-33
"PSMA4",6.56214559091165e-38,0.766487099810363,0.259,0.16,1.77912891260797e-33
"AC004448.2",7.43389072234312e-38,-0.938812295895418,0.083,0.157,2.01547645264167e-33
"BAZ2B",8.60602335145604e-38,-0.978783392090926,0.121,0.203,2.33326505104676e-33
"SEC13",8.61268519922661e-38,0.997397629306207,0.18,0.095,2.33507121121432e-33
"TNFRSF1A",1.13788152485977e-37,0.935366431601155,0.181,0.096,3.0850243901998e-33
"HNRNPD",1.17446520047158e-37,-0.433996866612524,0.404,0.513,3.18421005151855e-33
"HIPK3",1.25662207171419e-37,-1.27527031351523,0.05,0.112,3.40695376083151e-33
"UTRN",1.28828896826008e-37,-0.973168132575059,0.141,0.228,3.49280905074672e-33
"PURA",1.34394447149255e-37,-1.0518379095951,0.064,0.131,3.6437022511106e-33
"SELENOS",1.62688351719573e-37,0.740289560606798,0.237,0.141,4.41080659182108e-33
"MAP4K5",1.962503955205e-37,-1.26929424753778,0.044,0.102,5.32074072335181e-33
"HSBP1",2.00424004919413e-37,0.630372354886229,0.338,0.231,5.43389562137514e-33
"ZNF326",2.26802586061209e-37,-1.11311489698732,0.059,0.124,6.14907171329149e-33
"RABAC1",2.71018429253392e-37,0.993647944437272,0.186,0.101,7.34785165391797e-33
"TMEM14C",3.51382926945831e-37,0.684075045639059,0.301,0.199,9.52669391535536e-33
"LDHA",3.56368546626956e-37,0.531507679593401,0.523,0.422,9.66186403615003e-33
"VDAC1",4.06492663566599e-37,0.790291122952274,0.23,0.136,1.10208290946176e-32
"SYF2",4.20136625040387e-37,-0.774213723496245,0.134,0.221,1.1390744178095e-32
"MT-ATP8",4.2377716847332e-37,-0.461034392000592,0.31,0.426,1.14894465916486e-32
"TBC1D15",4.55932821038044e-37,-1.16556874872736,0.046,0.106,1.23612506439835e-32
"VMA21",4.7864691781807e-37,1.3740944932595,0.113,0.045,1.29770752358835e-32
"GOLGB1",5.08580267168906e-37,-0.695310989606048,0.196,0.294,1.37886282034834e-32
"SECISBP2",5.41987354089265e-37,-1.10326152826713,0.049,0.11,1.46943611440682e-32
"MIER1",8.12522648861917e-37,-0.920365100183636,0.095,0.171,2.20291140559443e-32
"MYB",8.41397185504524e-37,-1.30046453215072,0.045,0.104,2.28119604933986e-32
"NANS",8.99929935138666e-37,1.04600334949841,0.153,0.075,2.43989004014795e-32
"VEZF1",9.62394839847849e-37,-1.01682454247606,0.066,0.133,2.60924488979549e-32
"HEBP2",9.84855726661621e-37,-0.53570936447819,0.159,0.254,2.67014084612499e-32
"CAPN7",1.00711251469649e-36,-1.12777380881418,0.056,0.119,2.73048344984512e-32
"XAF1",1.40300499593788e-36,0.691960721838578,0.254,0.157,3.80382714498677e-32
"CXCL3",1.59705669892972e-36,1.5097271541352,0.247,0.163,4.32994012213825e-32
"ROMO1",1.96161191845171e-36,0.616206315877835,0.374,0.27,5.31832223330628e-32
"SUCO",2.31991835326567e-36,-1.11271858637555,0.053,0.114,6.2897626393739e-32
"FAM13A",2.69911173887164e-36,-1.446765453013,0.043,0.1,7.31783174642879e-32
"UPF3A",2.89471631269104e-36,-1.14940511689575,0.045,0.103,7.84815486696796e-32
"AGTRAP",2.98265327587314e-36,1.05878310537399,0.147,0.07,8.08656956154726e-32
"ZFAND2A",3.14927560150658e-36,-1.19896005940564,0.063,0.128,8.53831601080464e-32
"BCKDK",3.1659899190129e-36,1.18692748325358,0.123,0.053,8.58363186842776e-32
"ZNF146",3.27399282560551e-36,-1.17211685691759,0.044,0.102,8.87644934878166e-32
"HECTD1",3.70364019284452e-36,-0.757937378880761,0.128,0.213,1.00413092908401e-31
"DNPH1",3.75479669136305e-36,0.897611509605737,0.165,0.084,1.01800047896235e-31
"SLC35B1",3.98658084122729e-36,1.21303533284435,0.131,0.059,1.08084179767354e-31
"SHTN1",5.53575564362176e-36,0.914855880794958,0.171,0.089,1.50085407009873e-31
"MAP7",5.8108104130732e-36,-1.09089285155643,0.043,0.1,1.57542691919241e-31
"FERMT2",6.60992747274435e-36,-1.15023624462446,0.049,0.109,1.79208353641045e-31
"UGDH",7.23121762063937e-36,-0.914422096107523,0.087,0.161,1.96052772130775e-31
"PBXIP1",7.67313795644518e-36,-1.17381660031126,0.046,0.105,2.08034116275142e-31
"IFI44L",9.91411429138433e-36,1.07925758859888,0.137,0.064,2.68791466668012e-31
"SDR39U1",1.10759086233941e-35,-1.18022909284586,0.045,0.103,3.0029003459746e-31
"NASP",1.17252232984885e-35,-0.897917977055077,0.1,0.177,3.17894254068621e-31
"RUNX1",1.50631917425676e-35,-0.87420907758046,0.124,0.207,4.08393254524492e-31
"TMEM98",2.54877819628014e-35,-1.00629865217151,0.067,0.133,6.9102474457547e-31
"SKAP2",2.66447349364423e-35,0.738429190556382,0.186,0.1,7.22392053596824e-31
"NAP1L4",2.83316669310333e-35,-0.807095522010367,0.11,0.189,7.68128153834176e-31
"ZFAND3",2.93585705447767e-35,-1.52943850737509,0.061,0.124,7.95969564609987e-31
"PPP4R3B",3.08806918115929e-35,-1.01373549287048,0.071,0.138,8.37237316395908e-31
"BNIP3L",3.14655810215547e-35,0.744865090664963,0.239,0.146,8.5309483265639e-31
"DIS3",3.17577924155381e-35,-1.16769252912588,0.047,0.105,8.61017267970069e-31
"ATRX",3.34094909754132e-35,-0.775167816805175,0.157,0.244,9.05798119325402e-31
"CRTAP",3.37921150236983e-35,0.471021724682115,0.384,0.27,9.16171822522509e-31
"LRRC59",3.94559950592036e-35,1.19220531061992,0.147,0.073,1.06973093804513e-30
"H2AZ2",6.27442453912141e-35,0.742829994423967,0.298,0.201,1.7011219810466e-30
"OCIAD2",6.46600848624696e-35,-0.985456576565835,0.058,0.121,1.75306422079128e-30
"TTC19",6.54791004703394e-35,-1.19085899998222,0.049,0.108,1.77526937195184e-30
"PRSS8",6.75721867844032e-35,-1.0717361631498,0.065,0.129,1.83201712809874e-30
"BGN",7.0706224555378e-35,2.9962816708787,0.116,0.054,1.91698716014541e-30
"UQCC2",7.11618541650126e-35,1.13308160223732,0.133,0.062,1.92934019012182e-30
"WWP1",7.75871622377493e-35,-0.732266813729699,0.108,0.188,2.10354314258986e-30
"ZNF706",7.89880080621113e-35,0.64745008188277,0.268,0.17,2.14152287457996e-30
"TOMM20",8.23726896551586e-35,-0.607109538524429,0.191,0.286,2.23328836193066e-30
"SMS",8.32360666287086e-35,0.764868966341426,0.209,0.121,2.25669623843755e-30
"LINC00174",8.81401951606684e-35,-1.00642554664932,0.06,0.123,2.38965697119604e-30
"DSC2",1.04545518048367e-34,-1.20866695368877,0.062,0.124,2.83443808532733e-30
"BZW2",1.07077851236665e-34,-0.942550450292217,0.072,0.14,2.90309470272847e-30
"GTF2I",1.1624665122576e-34,-0.986316347175839,0.076,0.145,3.15167920803282e-30
"SMG1",1.72885671816513e-34,-1.24720504324604,0.045,0.101,4.68727633428929e-30
"TNFSF10",2.14015366209813e-34,-0.523987399579291,0.199,0.298,5.80238460868046e-30
"GOLIM4",2.65432774930979e-34,0.840245290298763,0.194,0.11,7.19641339392871e-30
"MPZL1",2.65728528724365e-34,-1.00108788597518,0.093,0.166,7.20443187077498e-30
"YIF1A",2.84041942601816e-34,1.01183342116333,0.159,0.083,7.70094514782045e-30
"TOP2B",3.0725487921253e-34,-0.990211377442401,0.07,0.136,8.3302942852101e-30
"CAPZA1",3.37106413238738e-34,0.89832188188898,0.163,0.085,9.13962907572867e-30
"AL691403.1",3.38652518912072e-34,-1.42133163737871,0.048,0.105,9.1815470927441e-30
"MRFAP1",3.45038214750349e-34,-0.640530134362425,0.177,0.268,9.35467607831147e-30
"ATP5ME",4.48284480160335e-34,0.519507718835133,0.371,0.263,1.2153888826107e-29
"SEPTIN10",4.98006483462815e-34,-1.0372768612479,0.063,0.127,1.35019517796438e-29
"SGCB",1.45022636183279e-33,-0.976303173408346,0.053,0.112,3.93185371220107e-29
"ODC1",1.6812065347046e-33,-1.1363358223176,0.056,0.116,4.5580871568911e-29
"FTO",1.99322052150044e-33,-1.16978592862946,0.047,0.103,5.404019477892e-29
"RSU1",2.50984846097562e-33,0.894136641504308,0.162,0.085,6.80470114739711e-29
"RPL22L1",3.17274766730395e-33,-0.736016540906146,0.13,0.211,8.60195347559446e-29
"ARAP1",3.22589765611914e-33,1.16684418514516,0.116,0.051,8.74605372527022e-29
"PRCP",3.42773605945092e-33,0.896392502316576,0.168,0.09,9.29327800438335e-29
"PEA15",3.74238095729352e-33,0.710804946474767,0.25,0.159,1.01463432514142e-28
"FAF1",3.86715769084053e-33,-1.15211630365009,0.058,0.118,1.04846379314068e-28
"DDX42",5.61782084130753e-33,-0.889711223891027,0.079,0.147,1.5231035864953e-28
"RB1CC1",6.56363366747826e-33,-1.06208050174073,0.068,0.131,1.7795323599267e-28
"MRPL18",7.16445907505307e-33,-0.894150163367675,0.152,0.233,1.94242814442839e-28
"CD58",7.95192777097828e-33,0.884683366747495,0.142,0.07,2.15592665726763e-28
"HLA-F",1.35887026561544e-32,0.727358187652039,0.196,0.113,3.68416906413658e-28
"SPTY2D1",1.39337856423125e-32,-0.980759045992732,0.076,0.142,3.77772796334376e-28
"SFT2D1",1.61122897669025e-32,0.763462080973486,0.201,0.117,4.36836400160259e-28
"COX17",1.66161931024726e-32,0.7246795341682,0.245,0.156,4.50498227394236e-28
"SOS1",1.75061238088453e-32,-1.29257791661035,0.047,0.102,4.74626028705413e-28
"IFI35",1.75746154044339e-32,1.09025658754813,0.126,0.059,4.76482972845013e-28
"LUC7L3",1.80083857176084e-32,-0.794382381181811,0.129,0.208,4.882433535758e-28
"LHFPL6",1.98366949237303e-32,-0.318650673196887,0.055,0.117,5.37812472772177e-28
"DRAP1",1.99175142347943e-32,0.64823934440926,0.245,0.154,5.40003645933742e-28
"SPPL2A",2.15687786422897e-32,0.909099609886955,0.169,0.092,5.84772726549759e-28
"MSL1",2.5861594890697e-32,-1.11562431755096,0.049,0.104,7.01159560676576e-28
"ATP5MC1",2.76916497614848e-32,1.11195379822872,0.206,0.124,7.50776008333376e-28
"CHORDC1",2.84340473269032e-32,-1.04953288402102,0.088,0.156,7.70903891127e-28
"SORL1",3.75522487248206e-32,1.10272593951035,0.121,0.055,1.01811656742734e-27
"CHST11",4.2624545453233e-32,0.46376782707002,0.124,0.056,1.15563667632805e-27
"HECA",4.40311959536651e-32,-1.14591462986794,0.062,0.123,1.19377378469577e-27
"DHX15",4.61197910818787e-32,-0.95750543627873,0.07,0.133,1.2503997758119e-27
"MUCL1",4.65571095900841e-32,3.74687261388829,0.157,0.087,1.26225635520636e-27
"CYC1",4.67921514966096e-32,0.70107251555885,0.234,0.146,1.26862881137608e-27
"CGGBP1",4.76648077411475e-32,-0.853328118595735,0.09,0.16,1.29228826747799e-27
"PREX1",4.84535604409826e-32,0.826163478327217,0.148,0.075,1.31367293067592e-27
"PSPC1",4.84699998161227e-32,-1.12672866256251,0.048,0.103,1.31411863501472e-27
"SLC25A39",6.74800539720207e-32,0.963884729024903,0.157,0.083,1.82951922328943e-27
"PAXBP1",6.75331161377407e-32,-1.14354859127027,0.05,0.105,1.83095784472642e-27
"CLSTN1",9.37701420810173e-32,-1.07305094533868,0.048,0.103,2.54229609210054e-27
"TTC17",9.66071382741629e-32,-1.08300101724152,0.052,0.109,2.6192127328891e-27
"CRELD2",1.01904868256476e-31,1.21643369362528,0.104,0.044,2.76284478816957e-27
"EAPP",1.17033818931556e-31,-0.906963116658084,0.087,0.155,3.17302089887235e-27
"MLEC",1.17182085195693e-31,0.779360493278898,0.208,0.124,3.17704069382564e-27
"OTUD1",1.2964655423956e-31,1.51792740935718,0.122,0.058,3.51497737854296e-27
"FRMD4B",1.9437505841572e-31,1.02270672958727,0.134,0.066,5.269896583767e-27
"S100A13",3.45746713074934e-31,-0.482032083137912,0.135,0.22,9.37388488488762e-27
"RAB11B",3.73551333707102e-31,-0.759638281892332,0.111,0.185,1.01277237594669e-26
"RAB25",4.93380336127047e-31,-0.987709886358068,0.055,0.112,1.33765276730765e-26
"AKAP8L",4.94876849049663e-31,-1.01005660962219,0.051,0.107,1.34171011314345e-26
"STXBP2",5.62009780267445e-31,1.14173745288947,0.123,0.058,1.5237209162611e-26
"SUPT5H",5.91665040620127e-31,-0.644107805237144,0.166,0.25,1.60412225812929e-26
"VASP",7.84267244055969e-31,0.975333183187387,0.136,0.068,2.12630535208454e-26
"CCT5",9.19899087295423e-31,0.748368352303594,0.241,0.155,2.49403040547535e-26
"SNHG9",1.09446965403468e-30,-1.04134633476212,0.066,0.126,2.96732612601882e-26
"HYI",1.09505954044648e-30,-1.03423169644815,0.049,0.104,2.9689254260585e-26
"C20orf27",1.09614427774712e-30,1.32537776838879,0.1,0.042,2.97186636582799e-26
"ANTKMT",1.11498826623205e-30,1.16439805030064,0.121,0.057,3.02295618740833e-26
"PPIL4",1.26241998511972e-30,-0.913990456381306,0.08,0.145,3.42267306365659e-26
"SMAP2",1.3077810144644e-30,0.812048778607427,0.138,0.069,3.54565588641587e-26
"ZNF148",1.34927227759265e-30,-1.00103834610858,0.067,0.128,3.6581469990092e-26
"TMEM160",1.50011908662288e-30,0.613792762087755,0.227,0.14,4.06712286765195e-26
"CCSER2",1.56779712196853e-30,-1.04817128855017,0.059,0.116,4.25061155708109e-26
"SNRPC",1.91937734983284e-30,0.664730496997241,0.248,0.16,5.2038158708668e-26
"IFT57",1.96068218399457e-30,-0.958408962242594,0.061,0.119,5.31580153724607e-26
"PRLR",2.23239910583127e-30,-1.24612396785571,0.047,0.1,6.05248045572975e-26
"GYPC",2.33593079685539e-30,0.936970922141435,0.182,0.106,6.33317557643434e-26
"RSBN1L",2.38014189509553e-30,-1.021039950513,0.061,0.12,6.453040705983e-26
"BSG",2.46491683134537e-30,0.511477590148271,0.369,0.27,6.68288251314358e-26
