"","p_val","avg_log2FC","pct.1","pct.2","p_val_adj"
"MRPS15",2.52830024329739e-10,0.501398586393393,0.124,0.087,6.85472761962789e-06
"EI24",2.71040959144649e-10,-0.587517885331539,0.069,0.101,7.34846248432972e-06
"PPA1",3.04907456095447e-10,-0.353407273588999,0.197,0.244,8.26665094965976e-06
"TCF12",3.30932945269618e-10,-0.693899776944356,0.1,0.135,8.97225401214989e-06
"IMMT",3.33275678912856e-10,0.527056446237723,0.116,0.08,9.03577020668535e-06
"TUBGCP2",3.39403045662615e-10,0.486727492440902,0.141,0.102,9.20189537400481e-06
"FAM204A",3.59008627369635e-10,-0.513724396774235,0.099,0.135,9.73344190524554e-06
"IAH1",3.80840619402104e-10,0.586089035811422,0.106,0.072,1.03253508732299e-05
"STX5",3.83065517954858e-10,-0.541125825152026,0.068,0.1,1.03856723227921e-05
"PSMB5",3.83510552657312e-10,0.462575937081574,0.201,0.157,1.0397738103645e-05
"RESF1",4.06840909713845e-10,-0.683154334592841,0.109,0.145,1.10302707441618e-05
"TPM4",4.27452854257308e-10,0.499626280872579,0.46,0.426,1.15891017846241e-05
"SMIM4",4.73230237626999e-10,0.445085458868422,0.126,0.089,1.28302182025432e-05
"SUCLG2",4.93392280955267e-10,-0.525172021923748,0.082,0.116,1.33768515212592e-05
"HAT1",5.02519306985914e-10,-0.458005809137204,0.091,0.127,1.36243034510021e-05
"KTN1",5.12722129505407e-10,-0.330366641448939,0.35,0.391,1.39009223751506e-05
"PAK2",5.46210426931066e-10,0.31039896075545,0.186,0.141,1.48088570949551e-05
"WDR61",5.65651273481081e-10,-0.453947788966504,0.092,0.127,1.53359373266191e-05
"GNB1",5.78158375002813e-10,0.317495150629427,0.186,0.141,1.56750298630763e-05
"EIF3D",6.42387659920869e-10,-0.378832795390683,0.159,0.202,1.74164142357746e-05
"HNRNPAB",6.45472824081235e-10,-0.37309054940863,0.15,0.193,1.75000592064904e-05
"COMMD4",6.56276242015869e-10,0.469357769968933,0.114,0.079,1.77929614735342e-05
"LMBRD1",6.8858516458104e-10,-0.483530675815393,0.094,0.13,1.86689209821212e-05
"FBXO9",7.20679867214804e-10,-0.488957889073747,0.085,0.119,1.95390725599278e-05
"LSM6",7.52084434794247e-10,0.56209434997042,0.105,0.072,2.03905131961416e-05
"CMPK1",8.02986311415331e-10,-0.419322659346465,0.111,0.149,2.17705648750925e-05
"TMED5",9.91572209373887e-10,0.400264750886575,0.15,0.11,2.68835057405448e-05
"UBE2G2",1.06037209073774e-09,-0.510074661456661,0.089,0.123,2.87488081240817e-05
"VPS4B",1.20140964075772e-09,-0.487465969188541,0.095,0.13,3.25726181802233e-05
"LSM3",1.31661102181068e-09,0.473028796009779,0.163,0.124,3.56959580233312e-05
"SMIM19",1.45020160057029e-09,-0.494745117375281,0.082,0.115,3.93178657946616e-05
"TMPO",1.47001826286255e-09,-0.395266870064072,0.082,0.116,3.98551351427293e-05
"HPS1",1.63443854578083e-09,0.480522687585605,0.115,0.081,4.43128978532098e-05
"RALBP1",1.69332105726237e-09,-0.461480398545031,0.107,0.143,4.59093205044975e-05
"SNRNP200",1.83631922656523e-09,-0.418152588547745,0.096,0.131,4.97862868706364e-05
"RAB4A",2.02572634661418e-09,-0.493914448075231,0.079,0.111,5.49214927094035e-05
"AHCYL1",2.41538294450402e-09,-0.492665498948813,0.081,0.114,6.5485862391393e-05
"TPD52L2",2.50799595428225e-09,0.570883203896726,0.1,0.069,6.79967863125004e-05
"NAA50",2.55333220028242e-09,-0.478031624004272,0.086,0.119,6.9225942614057e-05
"IK",2.55783252075828e-09,-0.436976157253091,0.129,0.167,6.93479553027985e-05
"UQCRFS1",2.57287024094967e-09,0.370933516026474,0.197,0.154,6.97556579726275e-05
"STAU1",2.69221274138162e-09,-0.428923967335634,0.115,0.152,7.29912718443385e-05
"NDUFA8",2.73095520165883e-09,0.456318438534849,0.128,0.092,7.40416574273743e-05
"EIF2A",3.24396735362155e-09,-0.493122100256365,0.083,0.115,8.79504428913873e-05
"NAA38",3.30784775763235e-09,0.372636741315509,0.208,0.164,8.96823684049284e-05
"CIR1",3.5368589422671e-09,-0.468493969863003,0.106,0.141,9.58913196427457e-05
"BANF1",3.67315429536542e-09,0.280193825490438,0.336,0.287,9.95865592559472e-05
"CBR1",3.70400948237228e-09,0.277935336389909,0.185,0.143,0.000100423105086077
"HACD3",3.91949562196219e-09,-0.405516878152885,0.105,0.141,0.000106265365302639
"MAT2B",3.92509026802074e-09,-0.459992316885621,0.086,0.119,0.000106417047346578
"CCT2",4.353895810581e-09,-0.338234884782278,0.184,0.227,0.000118042823216472
"PJA2",4.89851823200541e-09,-0.400576595845141,0.152,0.191,0.000132808626306131
"ADH5",5.00240106257913e-09,-0.466960922690119,0.108,0.142,0.000135625097608645
"ATP6V1C1",5.15926926976205e-09,0.452481945170458,0.124,0.089,0.000139878108441789
"PPP2R5C",5.24967956711939e-09,-0.595062181652654,0.083,0.114,0.000142329312423741
"ZFYVE16",5.28063293559991e-09,0.518807751002942,0.111,0.078,0.000143168520149985
"SS18L2",5.82910298546623e-09,-0.499695611054272,0.084,0.116,0.00015803864014196
"DNAJA2",6.25485910330193e-09,-0.44347884236852,0.092,0.125,0.000169581740008722
"STOM",6.46805220586525e-09,-0.466019765149281,0.145,0.182,0.000175361831405419
"SLC39A7",6.57022697163021e-09,0.45021546508849,0.144,0.108,0.000178131993654838
"KDM5A",6.79229139052268e-09,-0.516332210211398,0.082,0.114,0.000184152604179851
"PPIG",6.84631992387914e-09,-0.35453458008532,0.141,0.18,0.000185617425776211
"STIP1",6.85918149850365e-09,-0.428971946019717,0.143,0.18,0.000185966128787431
"EPAS1",6.88128802206481e-09,-0.552231034148168,0.074,0.104,0.000186565480854221
"EPRS1",7.02049635267757e-09,0.384909132422899,0.152,0.114,0.000190339697113794
"PRPF6",7.46867815364005e-09,-0.398217018902717,0.118,0.154,0.000202490802101489
"ARL4C",7.81394460153527e-09,0.494581822949246,0.139,0.104,0.000211851666036824
"ARMCX3",8.50013395748585e-09,-0.502760602491355,0.075,0.105,0.000230455631855356
"GLUD1",8.79919365133797e-09,-0.465941666948793,0.108,0.142,0.000238563738275075
"SP110",1.04902576414913e-08,0.314471116647289,0.128,0.093,0.000284411865176113
"EVA1B",1.15360074843842e-08,0.455906059864813,0.15,0.114,0.000312764234916624
"RBBP4",1.19456212283664e-08,-0.400775874485186,0.092,0.125,0.00032386968274347
"EWSR1",1.27839771080761e-08,-0.359495499896371,0.144,0.182,0.00034659918735416
"EMC10",1.30936363222144e-08,0.426724871127905,0.143,0.107,0.000354994667967877
"NDUFV1",1.47216783460224e-08,-0.43541858463765,0.086,0.117,0.00039913414331736
"LSG1",1.51769359370186e-08,-0.54014606617319,0.073,0.101,0.000411477087124448
"DUT",1.67652116316765e-08,-0.262243633218989,0.157,0.198,0.000454538417758014
"GGA2",2.13289320329599e-08,0.438969611973686,0.109,0.077,0.000578270005277608
"NDUFS3",2.19619335642838e-08,0.459115037502904,0.121,0.089,0.000595431942794861
"TRIP11",2.23358296229108e-08,-0.541739804266452,0.102,0.135,0.000605569012736358
"MEA1",2.23557482494761e-08,0.439170886152491,0.141,0.106,0.000606109046539797
"USP48",2.47460780952987e-08,-0.536127560439585,0.072,0.1,0.000670915669319738
"SLC3A2",2.71911579935844e-08,-0.410372920111606,0.253,0.291,0.000737206675522061
"CPEB4",2.72863323448201e-08,-0.541140646155875,0.083,0.113,0.000739787042532763
"OSBPL8",2.8597046750624e-08,-0.479012106067878,0.135,0.17,0.000775323131502917
"RPL26L1",3.28437442594953e-08,0.503332570493691,0.106,0.075,0.000890459594363438
"SUGT1",3.39969787232086e-08,-0.444089377731372,0.098,0.13,0.000921726087143632
"SNX17",3.4739059340032e-08,0.456390078523238,0.121,0.089,0.000941845376826947
"IGHA1",3.49122672854261e-08,2.83209485646936,0.075,0.105,0.000946541390642472
"MRPS30-DT",3.49914411184134e-08,-0.602817480903751,0.091,0.12,0.000948687951602424
"SNX9",3.59648831250183e-08,-0.557169378662803,0.086,0.116,0.000975079911285496
"WASF2",3.62488702702795e-08,-0.321656091746422,0.152,0.191,0.000982779370767819
"PMEPA1",3.72354671268214e-08,0.758387699553142,0.111,0.082,0.00100952798474238
"DDIT4",3.85501126421877e-08,-0.270485960724322,0.242,0.291,0.00104517065395499
"RPA3",3.86286067557388e-08,0.555182568235144,0.115,0.084,0.00104729878636159
"RANBP2",3.89566343285957e-08,-0.444411192374885,0.107,0.14,0.00105619226991689
"SNRPG",3.92970554805742e-08,0.298471588259083,0.237,0.195,0.00106542176818933
"PPA2",4.04225314347965e-08,-0.330375949128856,0.132,0.168,0.0010959356722602
"COL1A2",4.13440427795403e-08,3.68027327341979,0.13,0.107,0.0011209196878389
"GTF2H5",4.2226584540133e-08,0.38565830474217,0.152,0.117,0.00114484716005208
"DNAJC21",4.35481390986491e-08,-0.447659145551727,0.086,0.117,0.00118067714724258
"SLIRP",4.47127504393027e-08,0.30549213660944,0.219,0.178,0.00121225208991037
"EXOSC8",4.50194328517146e-08,-0.499392066842844,0.078,0.107,0.00122056686347569
"HSPA9",4.87406755735247e-08,-0.309187662646519,0.259,0.3,0.0013214571961494
"SSRP1",5.03694371122851e-08,-0.454389328068784,0.076,0.105,0.00136561617898827
"THRAP3",5.23398144536215e-08,-0.309993599115207,0.161,0.2,0.00141903704946658
"C19orf53",5.30677705815511e-08,0.300951633981282,0.256,0.214,0.00143877339600701
"SARS1",5.52882095733886e-08,-0.350705427641096,0.144,0.18,0.00149897393795371
"SCAF11",5.53942499409704e-08,-0.335620225226056,0.223,0.264,0.00150184890439959
"PSMD4",6.25582151746264e-08,0.351364816000519,0.192,0.153,0.00169607832981447
"DPM1",6.65137000579503e-08,-0.45833931084721,0.09,0.12,0.00180331943597115
"PTOV1",6.83322888288014e-08,-0.299911662725123,0.126,0.162,0.00185262501472646
"RAD23B",6.96434681852937e-08,-0.378073153007378,0.136,0.172,0.00188817370943968
"SAR1B",7.28582420448292e-08,0.407311704223443,0.106,0.076,0.00197533265831941
"GADD45G",7.41341650847775e-08,-0.778921520650711,0.147,0.18,0.00200992548377849
"UROD",7.65410963925225e-08,0.402437479695698,0.131,0.098,0.00207518220539407
"RRAGA",7.9394452013765e-08,-0.422702093485912,0.095,0.126,0.0021525423829972
"MRC2",8.06635682604881e-08,0.599268563577638,0.121,0.09,0.00218695066267835
"CASC4",8.49171874856299e-08,-0.38770711918121,0.122,0.156,0.0023022747871104
"UBE3A",8.99561434673059e-08,-0.401855595966065,0.121,0.155,0.0024388909616856
"RPAIN",9.6526466728865e-08,-0.495150599253937,0.074,0.101,0.00261702556595299
"NDUFB9",9.91757188551223e-08,0.343618975267813,0.288,0.25,0.00268885208960007
"PITPNA",1.00725391618864e-07,0.461886632205192,0.103,0.074,0.00273086681757063
"IGFBP7",1.02456152657305e-07,1.66968729900866,0.172,0.227,0.00277779121084486
"MAP4",1.03595159559982e-07,-0.331849788086391,0.124,0.158,0.00280867196599022
"NPTN",1.10539823379587e-07,-0.363068657893352,0.127,0.161,0.00299695569146736
"SEPTIN11",1.20457112430081e-07,0.755950360382146,0.113,0.084,0.00326583323220434
"IRF7",1.21694171312239e-07,0.431785900412717,0.101,0.072,0.00329937237261742
"PKIB",1.22842494886241e-07,-0.767643057113835,0.092,0.119,0.00333050572135576
"COPRS",1.24253357364251e-07,0.476468970628295,0.117,0.087,0.00336875702485959
"YWHAG",1.2698634911199e-07,-0.48323730349728,0.103,0.134,0.00344285389712429
"PPFIA1",1.27671082008299e-07,-0.501871175478265,0.082,0.11,0.003461418375409
"RAD23A",1.30981504558298e-07,0.286984655768954,0.213,0.173,0.00355117055158456
"NDUFS4",1.31758389018467e-07,-0.365099820414168,0.141,0.175,0.00357223344306868
"NDUFA5",1.33228263438044e-07,-0.32887329186122,0.166,0.203,0.00361208467833225
"GOLM1",1.39742866622885e-07,-0.328010890782931,0.1,0.132,0.00378870859987967
"MDH2",1.39902485730839e-07,0.272364082931537,0.238,0.196,0.00379303619313451
"CDC37",1.42931301083804e-07,-0.392047781809284,0.186,0.222,0.00387515343498411
"EPS15",1.48526901163042e-07,-0.523692394569437,0.08,0.108,0.0040268613443324
"NSA2",1.54137163977041e-07,-0.372003044651769,0.137,0.171,0.00417896678974552
"MPV17",1.5689728110521e-07,0.419766370027079,0.124,0.093,0.00425379908532447
"DAP3",1.69099038515066e-07,0.372834085499437,0.155,0.121,0.00458461313222046
"HNRNPR",1.78187200394144e-07,-0.252176142616345,0.195,0.235,0.00483101137708604
"PRKCSH",1.83253870380766e-07,-0.366283179521818,0.107,0.139,0.00496837893376333
"PQBP1",1.87147429523907e-07,-0.39418188920948,0.081,0.11,0.00507394110925217
"UBE2L3",2.03751444666899e-07,0.436425549523004,0.118,0.088,0.00552410916780896
"DNM2",2.07488521317119e-07,0.430791468224347,0.101,0.073,0.00562542878994974
"PHAX",2.09104021386927e-07,-0.430896733705338,0.09,0.119,0.00566922822784237
"LTA4H",2.39193518522711e-07,0.543215361666729,0.131,0.101,0.00648501467418774
"REX1BD",2.47057291446799e-07,0.321895900179594,0.18,0.144,0.00669821728570562
"ADIPOR1",2.65133852607778e-07,0.422482483044791,0.129,0.098,0.00718830901190208
"SHISA5",2.74910125755451e-07,0.353525056532965,0.14,0.107,0.00745336332948178
"TMEM9B",2.81002733123939e-07,0.388983145880589,0.12,0.09,0.00761854610045623
"MAN1A1",2.86585795880503e-07,0.278203972798965,0.106,0.077,0.00776991409791221
"FEZ2",2.96212023073608e-07,0.450920809056802,0.109,0.08,0.00803090036957167
"TM9SF3",3.0095093814517e-07,-0.292173914197418,0.216,0.254,0.00815938183499185
"PHB",3.02439041373108e-07,0.469404951423868,0.177,0.143,0.00819972728970769
"KIF2A",3.09195629196889e-07,-0.533961357399406,0.075,0.101,0.00838291189878605
"PPP1CC",3.18899085676551e-07,-0.363746318420673,0.081,0.108,0.00864599201086265
"WASHC3",3.37773502791838e-07,0.437080296401733,0.115,0.086,0.00915771520769232
"POLR2B",3.92371407475439e-07,-0.44538303144221,0.08,0.107,0.0106379735994741
"ADRM1",4.10916618783904e-07,0.394206418062481,0.133,0.102,0.0111407713684692
"PIN4",4.17719037767936e-07,-0.351378160789779,0.102,0.132,0.0113251985519643
"EIF3A",4.31938163151646e-07,-0.279556231717714,0.207,0.245,0.0117107074793674
"STRAP",4.59844321060487e-07,-0.359465440931658,0.113,0.144,0.0124672992325919
"ETS2",4.652092689441e-07,-0.628045162353037,0.119,0.148,0.0126127536996124
"SCFD1",5.0763120735234e-07,-0.307091985147139,0.131,0.164,0.0137628972937367
"PDLIM7",5.42736354974707e-07,0.437804140206871,0.105,0.077,0.0147146680560743
"EIF3J",5.67943679921344e-07,-0.365083877300192,0.13,0.162,0.0153980890500275
"SNHG25",5.80013192181841e-07,-0.385030360860804,0.134,0.166,0.0157253176664341
"ANP32E",6.30012855611953e-07,-0.271220565347947,0.104,0.134,0.0170809085413513
"DECR1",6.30435215023971e-07,0.320943242612315,0.135,0.104,0.0170923595497299
"CDC123",6.5828310335497e-07,0.50040060896004,0.1,0.074,0.0178473714981599
"PACSIN2",7.03019464769544e-07,-0.494375057755705,0.078,0.104,0.0190602637288319
"AUP1",7.38546716798937e-07,0.361099410903346,0.165,0.133,0.0200234785858528
"PSMF1",7.67891056204702e-07,0.320809490070487,0.157,0.124,0.0208190623158219
"PSMD3",8.00269916792082e-07,0.873558017437083,0.118,0.091,0.0216969179840669
"NQO1",8.78819994437234e-07,-0.252753764844095,0.074,0.1,0.0238265676891823
"ADM",9.13336615290802e-07,0.381799878059024,0.216,0.182,0.0247623823137642
"RTCB",9.82031751202708e-07,0.379303387855014,0.115,0.087,0.0266248448386078
"UBE2J1",1.04160828117602e-06,0.516437462193177,0.111,0.084,0.0282400837192443
"YPEL3",1.12768761589518e-06,-0.306784574029016,0.139,0.172,0.0305738666421501
"HBEGF",1.14441237983672e-06,-0.252660624148584,0.143,0.177,0.0310273084421332
"PSMB4",1.15638263506821e-06,0.281007369940755,0.184,0.15,0.0313518460019692
"CERS6",1.1570236751074e-06,-0.462956216867823,0.077,0.102,0.0313692258795119
"TRAPPC2L",1.40592323345977e-06,0.434409067114538,0.113,0.086,0.0381173907055612
"LMAN1",1.47103133832738e-06,0.313573517112879,0.221,0.186,0.039882601644732
"C14orf119",1.52673101318627e-06,0.306347769782688,0.158,0.126,0.0413927312295061
"EBAG9",1.53017056382987e-06,-0.433870891994874,0.077,0.102,0.0414859843265553
"MIA3",1.57923883342152e-06,-0.328785396569901,0.144,0.176,0.0428163232517242
"VAV3",1.61662762700818e-06,-0.409853970338517,0.113,0.142,0.0438300082234458
"FILIP1L",1.69828502306056e-06,0.553055940358372,0.113,0.086,0.0460439035452178
"PSMC6",1.76642720420821e-06,-0.336600061062303,0.107,0.136,0.0478913743604931
"HMGA1",1.77948962232629e-06,0.402937894213684,0.118,0.091,0.0482455226405103
"PYURF",2.14969056574396e-06,-0.272058079772371,0.174,0.208,0.0582824106184503
"BRD7",2.34479632810414e-06,-0.394569241887573,0.075,0.1,0.0635721180475595
"PSMD13",2.40925347022467e-06,0.409233240103469,0.129,0.1,0.0653196800847313
"PUF60",2.48779070328882e-06,-0.313546865987986,0.12,0.15,0.0674489815475666
"GINM1",2.50655228098258e-06,-0.326767338838344,0.137,0.168,0.0679576454419997
"NDUFS2",2.56858786825008e-06,0.345407457031266,0.143,0.114,0.0696395542839961
"MTHFD2",2.59295632526876e-06,0.372821940732842,0.124,0.096,0.0703002318906866
"EFHD1",2.66400906050921e-06,-0.38786635590419,0.125,0.155,0.0722266136485256
"TENT5A",2.6655108639009e-06,-0.365223367143873,0.096,0.123,0.0722673305420811
"NDUFAF8",2.85700961490553e-06,0.418170208235982,0.119,0.092,0.0774592446793188
"ECHS1",3.06616860500978e-06,0.353869753214004,0.166,0.135,0.0831299632190253
"CYP20A1",3.32791996816225e-06,-0.464304137905245,0.081,0.106,0.090226566176815
"CENPX",3.41405202461563e-06,0.410366710706167,0.135,0.107,0.0925617784913789
"CWC15",3.48676968494775e-06,0.253065460733775,0.191,0.156,0.0945332996983035
"VPS28",3.55369528178291e-06,0.269140459713353,0.219,0.184,0.0963477864796983
"PPHLN1",3.85491708516796e-06,-0.367347773152549,0.105,0.132,0.104514512013074
"RABEP1",3.91317793343859e-06,-0.294157880879795,0.152,0.184,0.106094080131387
"TFG",3.93802530378439e-06,-0.310463608906264,0.124,0.154,0.106767742036202
"MYCBP2",4.03594664821206e-06,-0.570836982388994,0.098,0.123,0.109422585526325
"SWAP70",4.08783105963229e-06,0.277545207928665,0.161,0.13,0.110829275688751
"GARS1",4.26153142181636e-06,0.436757095717175,0.104,0.079,0.115538639908285
"STMP1",4.38529609833745e-06,0.340461666403491,0.137,0.108,0.118894147818125
"CHD9",4.56308621207591e-06,-0.461825680294008,0.148,0.177,0.123714393381802
"ELOF1",4.59855686051185e-06,-0.408942871217072,0.085,0.11,0.124676073602197
"KXD1",4.67002954489428e-06,0.346596340807919,0.117,0.09,0.126613841021174
"SLC25A11",4.85489595433515e-06,0.381177994750451,0.106,0.08,0.131625939113935
"ARL1",5.03892644789937e-06,0.350870356323992,0.147,0.118,0.136615373855448
"SMC3",5.47348375312929e-06,-0.354211504271432,0.107,0.134,0.148397091514841
"TTC1",6.28034942659453e-06,0.272659679924667,0.159,0.128,0.170272833653831
"ALDH3A2",6.73558178272309e-06,-0.365422896228056,0.083,0.107,0.182615093293188
"RIOK3",7.42525208198596e-06,-0.339815283194929,0.112,0.139,0.201313434446803
"CCND1",7.43704695136842e-06,-0.418731966584422,0.153,0.185,0.201633216945501
"MRPL51",7.61157720788749e-06,0.296326703582648,0.2,0.168,0.206365081260246
"RANBP1",7.66431810720472e-06,0.408452465918207,0.14,0.113,0.207794992522534
"SYNCRIP",7.73460130447833e-06,-0.303919531568247,0.126,0.154,0.209700510567017
"FAM162A",7.78671808284009e-06,0.351329477048641,0.192,0.161,0.21111350066196
"C9orf78",8.1409536249487e-06,-0.326006086246641,0.124,0.152,0.220717534679609
"GPAA1",8.45123923395254e-06,0.352011441155355,0.125,0.098,0.229129998110921
"HADH",8.78237862710513e-06,-0.403114351020581,0.079,0.102,0.238107849338074
"PIGT",8.7983302323243e-06,0.315924140917442,0.129,0.102,0.238540329258776
"AKR7A2",1.05437229143373e-05,0.425317311978651,0.134,0.108,0.285861415653514
"EIF3B",1.10939669546568e-05,-0.353313213950062,0.082,0.106,0.300779632074655
"THOC7",1.14157549221971e-05,0.311650488802578,0.136,0.109,0.309503947450609
"CMTM6",1.15467672979879e-05,0.300085547420669,0.171,0.141,0.313055954983049
"COPB1",1.19064324423137e-05,0.303225754997956,0.179,0.149,0.322807196376009
"ITFG1",1.20586234454957e-05,-0.417961090241802,0.089,0.113,0.326933398854279
"ZG16B",1.23337520637112e-05,-0.541597362048181,0.092,0.116,0.334392685951339
"TRAF7",1.24720280704257e-05,-0.331630722000229,0.083,0.107,0.338141625045381
"TRIM22",1.28245412625426e-05,0.255555888563094,0.128,0.101,0.347698962710056
"PDHB",1.34044421825116e-05,0.385465074170519,0.108,0.084,0.363421236452255
"TMEM14A",1.37587887946107e-05,-0.302520326398682,0.102,0.128,0.373028281799484
"TMEM109",1.39727583587665e-05,0.328024234771497,0.126,0.1,0.378829424622876
"BTF3L4",1.4296337823491e-05,0.411659014715747,0.101,0.078,0.387602311070489
"C6orf62",1.48556212455216e-05,0.355765406625876,0.115,0.091,0.402765603208583
"SIAH2",1.60501020672206e-05,-0.355953902950471,0.082,0.106,0.435150367246484
"ABCF1",1.62121442436454e-05,-0.327071044152697,0.109,0.134,0.439543654733714
"HNRNPUL1",1.63850246511052e-05,-0.370294127780753,0.098,0.122,0.444230788340765
"MRPL55",1.66342635635651e-05,0.327854005010435,0.143,0.116,0.450988153735377
"MMADHC",1.71712087194598e-05,-0.309934496515386,0.135,0.163,0.465545810801993
"ARF6",1.7171402872147e-05,-0.356434113000802,0.101,0.126,0.465551074669649
"DNAJC19",1.73842192961596e-05,-0.341129982926113,0.092,0.116,0.471320953557478
"AAMP",1.75756728109417e-05,-0.299818630902035,0.101,0.126,0.476511641250251
"CUL1",1.81616729338742e-05,-0.306927246917912,0.1,0.126,0.492399276583198
"CEBPZOS",1.8636632190786e-05,-0.365133807951187,0.079,0.102,0.50527637195659
